4509307118 0 16881 84
4509307168 0 18697 96
4509307219 0 6284 31
4509307269 0 0 0
4509307320 0 0 0
4509307370 0 0 0
4509307421 0 0 0
4509307471 0 0 0
4509307521 0 0 0
4509307571 0 0 0
4509307622 0 0 0
4509307672 0 0 0
4509307723 0 0 0
4509307773 0 0 0
4509307824 0 0 0
4509307874 0 0 0
4509307925 0 0 0
4509307975 0 0 0
4509308025 0 0 0
4509308075 0 0 0
4509308126 0 0 0
4509308176 0 0 0
4509308226 0 15699 92
4509308276 0 12116 66
4509308326 0 0 0
4509308376 0 0 0
4509308427 0 0 0
4509308477 0 0 0
4509308527 0 0 0
4509308577 0 0 0
4509308628 0 0 0
4509308678 0 0 0
4509308729 0 0 0
4509308779 0 0 0
4509308829 0 0 0
4509308879 0 0 0
4509308930 0 0 0
4509308980 0 0 0
4509309031 0 0 0
4509309081 0 0 0
4509309132 0 0 0
4509309182 0 0 0
4509309233 0 0 0
4509309283 0 10694 66
4509309334 0 8191 47
4509309384 0 0 0
4509309435 0 0 0
4509309485 0 0 0
4509309535 0 0 0
4509309585 0 0 0
4509309635 0 0 0
4509309685 0 0 0
4509309735 0 0 0
4509309785 0 0 0
4509309835 0 0 0
4509309885 0 0 0
4509309935 0 0 0
4509309985 0 0 0
4509310035 0 0 0
4509310086 0 0 0
4509310136 0 0 0
4509310187 0 0 0
4509310237 0 0 0
4509310287 0 2574 14
4509310337 0 8781 58
4509310387 0 1515 10
4509310437 0 0 0
4509310487 0 0 0
4509310537 0 0 0
4509310588 0 0 0
4509310638 0 0 0
4509310689 0 0 0
4509310739 0 0 0
4509310790 0 0 0
4509310840 0 0 0
4509310890 0 0 0
4509310940 0 0 0
4509310990 0 0 0
4509311041 0 0 0
4509311091 0 0 0
4509311141 0 0 0
4509311192 0 0 0
4509311242 0 0 0
4509311293 0 1739 13
4509311343 0 1308 10
4509311394 0 5648 43
4509311444 0 0 0
4509311495 0 0 0
4509311545 0 0 0
4509311595 0 0 0
4509311645 0 0 0
4509311696 0 0 0
4509311746 0 0 0
4509311797 0 0 0
4509311848 0 0 0
4509311898 0 0 0
4509311949 0 0 0
4509311999 0 0 0
4509312049 0 0 0
4509312099 0 0 0
4509312149 0 0 0
4509312200 0 0 0
4509312251 0 0 0
4509312301 0 1196 8
4509312352 0 0 0
4509312403 0 4784 33
4509312454 0 0 0
4509312506 0 0 0
4509312556 0 0 0
4509312607 0 0 0
4509312657 0 0 0
4509312708 0 0 0
4509312758 0 0 0
4509312808 0 0 0
4509312858 0 0 0
4509312909 0 0 0
4509312959 0 0 0
4509313009 0 0 0
4509313059 0 0 0
4509313109 0 0 0
4509313159 0 0 0
4509313209 0 0 0
4509313260 0 0 0
4509313311 0 778 5
4509313361 0 778 6
4509313411 0 2334 18
4509313461 0 0 0
4509313512 0 0 0
4509313562 0 0 0
4509313613 0 0 0
4509313663 0 0 0
4509313713 0 0 0
4509313763 0 0 0
4509313814 0 0 0
4509313864 0 0 0
4509313915 0 0 0
4509313966 0 0 0
4509314016 0 0 0
