4508503822 0 18673 50
4508503872 0 25243 58
4508503923 0 13389 27
4508503973 0 0 0
4508504024 0 0 0
4508504074 0 0 0
4508504124 0 0 0
4508504174 0 0 0
4508504224 0 0 0
4508504274 0 0 0
4508504325 0 0 0
4508504375 0 0 0
4508504426 0 0 0
4508504476 0 0 0
4508504526 0 0 0
4508504577 0 0 0
4508504628 0 0 0
4508504679 0 0 0
4508504730 0 0 0
4508504780 0 0 0
4508504830 0 0 0
4508504881 0 9417 29
4508504932 0 15043 45
4508504982 0 22488 60
4508505032 0 0 0
4508505083 0 0 0
4508505134 0 0 0
4508505184 0 0 0
4508505234 0 0 0
4508505285 0 0 0
4508505335 0 0 0
4508505386 0 0 0
4508505437 0 0 0
4508505487 0 0 0
4508505538 0 0 0
4508505588 0 0 0
4508505639 0 0 0
4508505689 0 0 0
4508505740 0 0 0
4508505790 0 0 0
4508505840 0 0 0
4508505890 0 9073 18
4508505941 0 0 0
4508505991 0 5838 16
4508506042 0 23279 52
4508506092 0 1762 4
4508506142 0 0 0
4508506192 0 0 0
4508506243 0 0 0
4508506293 0 0 0
4508506343 0 0 0
4508506393 0 0 0
4508506443 0 0 0
4508506493 0 0 0
4508506543 0 0 0
4508506593 0 0 0
4508506643 0 0 0
4508506693 0 0 0
4508506744 0 0 0
4508506794 0 0 0
4508506845 0 0 0
4508506895 0 8735 20
4508506945 0 0 0
4508506995 0 0 0
4508507046 0 0 0
4508507097 0 20968 62
4508507147 0 4521 16
4508507197 0 0 0
4508507247 0 0 0
4508507297 0 0 0
4508507347 0 0 0
4508507397 0 0 0
4508507447 0 0 0
4508507497 0 0 0
4508507548 0 0 0
4508507598 0 0 0
4508507648 0 0 0
4508507698 0 0 0
4508507749 0 0 0
4508507799 0 0 0
4508507850 0 0 0
4508507900 0 3548 16
4508507950 0 4894 24
4508508001 0 0 0
4508508052 0 0 0
4508508103 0 0 0
4508508153 0 14804 88
4508508203 1 3658 40
4508508253 2 800 30
4508508303 0 478 40
4508508353 2 807 14
4508508403 4 597 36
4508508453 1 170 0
4508508504 0 0 0
4508508554 0 0 0
4508508604 0 0 0
4508508655 0 0 0
4508508706 0 0 0
4508508756 0 0 0
4508508806 0 0 0
4508508856 0 0 0
4508508906 0 0 0
4508508957 3 1575 5
4508509007 0 266 36
4508509057 9 1457 34
4508509107 4 806 14
4508509157 4 570 26
4508509207 0 29 30
4508509257 0 0 18
4508509307 0 1 14
4508509357 9 909 36
4508509408 0 80 39
4508509461 14 676 15
4508509511 22 877 40
4508509570 66 1312 57
4508509620 57 1988 64
4508509670 0 0 32
4508509720 37 417 38
4508509771 27 290 25
4508509821 70 1021 80
4508509871 8 113 38
4508509921 0 3 32
4508509971 42 560 48
4508510021 11 186 34
4508510071 22 345 42
4508510121 0 0 42
4508510171 15 173 58
4508510221 26 266 40
4508510271 0 0 36
4508510321 28 444 50
4508510371 22 304 44
4508510421 32 420 58
4508510471 37 614 40
4508510522 63 788 62
4508510574 12 137 36
4508510624 67 889 70
4508510674 40 571 44
4508510724 61 1818 84
4508510774 58 956 52
4508510828 24 620 27
4508510878 77 631 90
4508510928 80 788 74
4508510978 36 882 36
4508511028 53 1269 54
4508511078 21 134 34
4508511128 68 2062 82
4508511178 27 160 32
4508511229 8 23 31
4508511279 43 283 44
4508511329 37 150 58
4508511379 55 259 58
4508511429 65 403 68
4508511482 66 262 58
4508511532 56 227 58
4508511582 48 281 50
4508511632 62 231 64
4508511682 74 332 70
4508511732 67 273 66
4508511783 69 303 72
